ItemId,product_name,category,brand,item_quality_risk
7785,Microfiber Travel Blazer,Blazers & Jackets,Orvis,0.24166666666666667
7786,DKNYC Kelly 3/4 Sleeve Blazer Jacket Misses Medium [Apparel] [Apparel] [Apparel],Blazers & Jackets,DKNYC,0.0
7787,Pendleton Women's Day Brightener Jacket,Blazers & Jackets,Pendleton,0.09166666666666667
7788,Silk-blend Five-button Jacket,Blazers & Jackets,Orvis,0.14285714285714285
7789,Robbi & Nikki Women's Reptile Print Jacket,Blazers & Jackets,Robbi & Nikki,0.11000000000000001
7790,Open Cotton Pique Jacket / Open Cotton Pique Jacket,Blazers & Jackets,Orvis,0.55
7791,Pendleton Women's 3/4 Sleeve Savanna Sateen Jacket,Blazers & Jackets,Pendleton,0.225
7792,Aqua-sea Floral Reversible Jacket,Blazers & Jackets,Orvis,0.09000000000000001
7793,Bailey 44 Women's Gnarlatious Jacket,Blazers & Jackets,Bailey 44,0.0
7794,Jones New York Women's Waist Seam Jacket,Blazers & Jackets,Jones New York,0.225
7795,BCBGMAXAZRIA Women's Jaimy Novelty Back Jacket,Blazers & Jackets,BCBGMAXAZRIA,0.1125
7796,Rebecca Minkoff Women's Joni Harness Jacket,Blazers & Jackets,Rebecca Minkoff,0.25
7797,McGinn Women's Evan Stripe Blazer,Blazers & Jackets,McGinn,0.0
7798,McGinn Women's Harmony Jacket,Blazers & Jackets,McGinn,0.22000000000000003
7799,AK Anne Klein Women's Stretch Crepe 1 Button Blazer,Blazers & Jackets,Anne Klein,0.2
7800,AK Anne Klein Women's Washed Satin Button Front Blazer,Blazers & Jackets,Anne Klein,0.1125
7801,Rebecca Minkoff Women's Ponte Ryder Jacket,Blazers & Jackets,Rebecca Minkoff,0.0
7802,G-Star Women's Re Tailored Blazer,Blazers & Jackets,G-Star,0.0
7803,Calvin Klein Women's Petite 2 Button Shaped Jacket,Blazers & Jackets,Calvin Klein,0.0
7804,MiH Jeans Women's Aztec Jacket,Blazers & Jackets,MiH Jeans,0.1125
7805,Robert Rodriguez Women's Double Breasted Blazer,Blazers & Jackets,Robert Rodriguez,0.0
7806,Jones New York Women's Petite Long Sleeve One Button Blazer,Blazers & Jackets,Jones New York,0.25
7807,Jones New York Women's Petite One Button Jacket,Blazers & Jackets,Jones New York,0.075
7808,Jack Women's Cadence Jacket,Blazers & Jackets,Jack,0.16666666666666669
7809,WHAT GOES AROUND COMES AROUND Women's Bennet Jacket,Blazers & Jackets,What Goes Around Comes Around,0.0
7810,Ak Anne Klein Women's Plus-Size Long Sleeve Shawl Collar Jacket,Blazers & Jackets,Anne Klein,0.18125000000000002
7811,Yoana Baraschi Women's Red Carpet Sequined Tux Blazer,Blazers & Jackets,Yoana Baraschi,0.1125
7812,Dept Denim Department Women's Glam Chic Sweat Blazer,Blazers & Jackets,Dept Denim Department,0.0
7813,Helene Berman Women's Tweed Boyfriend Blazer,Blazers & Jackets,Helene Berman,0.29000000000000004
7814,Rebecca Minkoff Women's Becky Jacket,Blazers & Jackets,Rebecca Minkoff,0.0
7815,Vince Camuto Women's One Button Stripe Lining Blazer,Blazers & Jackets,Vince Camuto,0.16666666666666669
7816,Yoana Baraschi Women's Boyfriend Blazer,Blazers & Jackets,Yoana Baraschi,0.18000000000000002
7817,Yoana Baraschi Women's Apres Tennis Boyfriend Blazer,Blazers & Jackets,Yoana Baraschi,0.0
7818,Lilly Pulitzer Women's Millie Jacket,Blazers & Jackets,Lilly Pulitzer,0.5166666666666667
7819,Vince Camuto Women's One Button Blazer,Blazers & Jackets,Vince Camuto,0.1125
7820,AK Anne Klein Women's Plus Size Lurex Tweed Jacket,Blazers & Jackets,Anne Klein,0.11000000000000001
7821,Bailey 44 Women's Thurston Howell Iii Jacket,Blazers & Jackets,Bailey 44,0.09000000000000001
7822,BCBGMAXAZRIA Women's Preston Cascade Front Jacket,Blazers & Jackets,BCBGMAXAZRIA,0.09166666666666667
7823,Jones New York Women's Collar Jacket,Blazers & Jackets,Jones New York,0.0
7824,Vince Camuto Women's Safari Skin Zip Front Jacket,Blazers & Jackets,Vince Camuto,0.1125
7825,Stella & Jamie Women's Harare Jacket,Blazers & Jackets,Stella & Jamie,0.0
7826,Calvin Klein Jeans Women's Cinch Back Jacket,Blazers & Jackets,Calvin Klein Jeans,0.0
7827,Rory Beca Women's Sofia Lace Blazer,Blazers & Jackets,Rory Beca,0.55
7828,Joe's Jeans Women's Dalia Jacket,Blazers & Jackets,Joe's Jeans,0.07857142857142857
7829,Jones New York Women's Button Jacket,Blazers & Jackets,Jones New York,0.18333333333333335
7830,AK Anne Klein Women's Lurex Tweed Jacket,Blazers & Jackets,Anne Klein,0.0
7831,Parker Women's Leather Jacket,Blazers & Jackets,Parker,0.0
7832,2B Hawaiian Punch Blazer,Blazers & Jackets,2b by bebe,0.0
7833,Lauren by Ralph Lauren Jacket Emmanuel Long Sleeve Tweed Clark,Blazers & Jackets,Lauren by Ralph Lauren,0.11000000000000001
7834,Dolce & Gabbana White Jacket Blazer. M,Blazers & Jackets,Dolce & Gabbana,0.1125
7835,Joe's Jeans Women's Opale Sequin Jacket,Blazers & Jackets,Joe's Jeans,0.0
7836,Diesel Women's De-Nix Jacket,Blazers & Jackets,Diesel,0.11000000000000001
7837,Robert Rodriguez Women's Cropped Piped Jacket,Blazers & Jackets,Robert Rodriguez,0.275
7838,AK Anne Klein Women's One Button Blazer,Blazers & Jackets,Anne Klein,0.1375
7839,MAXSTUDIO LINEN TWILL TAILORED JACKET,Blazers & Jackets,MAXSTUDIO,0.0
7840,Kenneth Cole Women's Plus-Size Blazer,Blazers & Jackets,Kenneth Cole,0.27
7841,Jones New York Women's Classic Tuxedo Jacket,Blazers & Jackets,Jones New York,0.19285714285714284
7842,Pendleton Women's Trimmed Herringbone Blazer,Blazers & Jackets,Pendleton,0.18333333333333335
7843,Sam & Lavi Women's Danica Lace Metallic Jacket,Blazers & Jackets,Sam & Lavi,0.275
7844,Jones New York Women's No Closure Jacket,Blazers & Jackets,Jones New York,0.0
7845,Allegra K Lady Single Button Striped Peaked Lapel Blazer Black White XS,Blazers & Jackets,Allegra K,0.14500000000000002
7846,White Lotus Lifestyle Red Blazer Jacket M,Blazers & Jackets,White Lotus,0.22000000000000003
7847,Allegra K Ladies Long Sleeve Flouncing Back Hem Padded Shoulder Blazer Orange XS,Blazers & Jackets,Allegra K,0.0
7848,Allegra K Ladies Long Puff Sleeve Button Decor Peplum Blazer Coat Camel XS,Blazers & Jackets,Allegra K,0.0
7849,Allegra K Women Single Breasted Solid Color Hip Length Pockets Fall Blazer Green S,Blazers & Jackets,Allegra K,0.075
7850,Allegra K Gray Lapel Collar Long Sleeve Cropped Jacket Coat for Lady XS,Blazers & Jackets,Allegra K,0.09000000000000001
7851,Allegra K Ladies Shawl Collar 3/4 Sleeve Self Tie Strap Blazer Black S,Blazers & Jackets,Allegra K,0.225
7852,Allegra K Women Half Sleeve Padded Shoudler Deep V Neck One Button Semi Sheer White Blazer XS,Blazers & Jackets,Allegra K,0.0
7853,Allegra K Lady One Button Front Semi Sheer Irregular Hem Chiffon Outerwear XS,Blazers & Jackets,Allegra K,0.15
7854,Allegra K XS Ribbed Welt Sheer Zippered Short Autumn Top for Lady,Blazers & Jackets,Allegra K,0.18333333333333335
7855,Allegra K Women Front Opening Half Sleeve Chiffon Spring Coat Beige XS,Blazers & Jackets,Allegra K,0.075
7856,Allegra K Women Deep V Neck Long Sleeves Button Front Striped Cuff Casual Gray Blazer XS,Blazers & Jackets,Allegra K,0.225
7857,A. Byer Snake Print Jacket BLACK Sm,Blazers & Jackets,A. Byer,0.0
7859,Plus Size Red Sunset Top,Blazers & Jackets,Alex Evenings,0.2357142857142857
7860,The Collective Works of Berek Embellished Texture Jacket,Blazers & Jackets,Berek,0.0
7861,Allegra K Women Striped Long Sleeve Cropped Autumn Coat Black White XS,Blazers & Jackets,Allegra K,0.225
7862,Allegra K Ladies Rivets Epaulettes Slant Zipper Closure Chiffon Outwear Light Green XS,Blazers & Jackets,Allegra K,0.0
7863,Rails Siena Blazer,Blazers & Jackets,Rails,0.1125
7864,Allegra K Women Front Opening One Button 3/4 Sleeve Semi Sheer Chiffon Blazer Pink XS,Blazers & Jackets,Allegra K,0.18000000000000002
7865,Anna-Kaci S/M Fit Black All Over Sequins Disco Ball L/S Slim Fit Cropped Jacket,Blazers & Jackets,Anna-Kaci,0.15
7866,Allegra K Women Stand Collar Long Sleeve Autumn Short Overcoat Blazer Gray XS,Blazers & Jackets,Allegra K,0.275
7867,Pencey Standard Women's Warrior Blazer,Blazers & Jackets,Pencey,0.16666666666666669
7868,Allegra K Ladies Deep V Neck Puff Long Sleeves Self Tied Waist Flouncing Hem Casual Beige Blazer XS,Blazers & Jackets,Allegra K,0.16666666666666669
7869,Allegra K Ladies Lady Long Puff Sleeves Deep V Neck Cone Button Closure Front Western Off-White Outerwear XS,Blazers & Jackets,Allegra K,0.15
7870,Allegra K Ladies One Button Long Sleeve Pure Spring OL Blazer Coat Dark Blue XS,Blazers & Jackets,Allegra K,0.275
7871,Allegra K Ladies Long Sleeves One Button Leisure Blazer White XS,Blazers & Jackets,Allegra K,0.275
7872,Allegra K Long Sleeve Four Button Closure Front Irregular Hem Women Blazer Camel XS,Blazers & Jackets,Allegra K,0.13181818181818183
7873,A. Byer Snake Print Jacket BLACK Md,Blazers & Jackets,A. Byer,0.0
7874,CHARCOAL KIMONO DUSTER JACKET SHORT STRETCH LYCRA LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U538S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.275
7875,Allegra K Woman Dots Interior Solid Color Fake Pockets One Button Autumn Blazer Orange S,Blazers & Jackets,Allegra K,0.0
7876,Allegra K Ladies Padded Shoulder Long Sleeve Form Fitting Textured Blazer Black XS,Blazers & Jackets,Allegra K,0.1125
7877,Allegra K Ladies V Neck Long Sleeve Single Breasted Textured Detail Casual Blazer Black XS,Blazers & Jackets,Allegra K,0.225
7878,BLACK JACKET LONG LAYERED LAGENLOOK - FITS (ONE SIZE) - L 1X 2X 3X - Q940S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.11000000000000001
7879,Allegra K Ladies White Polyester Lapel Collar One Button Bolero Thin Jacket S,Blazers & Jackets,Allegra K,0.0
7880,Allegra K Ladies Chain Detail Puff Sleeve Buttonless Cropped Coat Black XS,Blazers & Jackets,Allegra K,0.0
7881,Allegra K Woman Roll up Sleeve Draped Front Buttonless Banded Jacket,Blazers & Jackets,Allegra K,0.1375
7882,Allegra K Lady Front Opening Long Sleeve Peaked Lapel Dots Print Blazer Black White XS,Blazers & Jackets,Allegra K,0.0
7883,Allegra K Lady Rolled Up Sleeve Shawl Collar Front Openning Blazer Beige S,Blazers & Jackets,Allegra K,0.0
7884,Sutton Studio Womens Waffle Textured No-Close Jacket Petite,Blazers & Jackets,Sutton Studio,0.225
7885,INC International Concepts Sequin Jacket,Blazers & Jackets,INC International Concepts,0.0
7886,Allegra K Ladies Front Opening Medium Sleeve Lace Patchwork Blazer White XS,Blazers & Jackets,Allegra K,0.18125000000000002
7887,Allegra K Ladies Deep V Neck 3/4 Sleeves Elastic Waist Casual Outerwear XS,Blazers & Jackets,Allegra K,0.22000000000000003
7888,Allegra K Ladies Long Sleeve Black White Stripe Printed Button Up Cropped Coat White XS,Blazers & Jackets,Allegra K,0.15
7889,Allegra K Lady Front Opening Long Sleeve Chain Decor Padded Shoulder Blazer Steel Blue XS,Blazers & Jackets,Allegra K,0.0
7890,eloquii Classic Fit Peak Lapel Jacket,Blazers & Jackets,eloquii,0.125
7891,Plus Size Back In Black White Top,Blazers & Jackets,Alex Evenings,0.0
7892,Allegra K Ladies Front Opening Long Sleeve Elegant Short Blazer Silver Tone XS,Blazers & Jackets,Allegra K,0.15
7893,GREEN JACKET BATIK ASYM ANGLE HEM BOHO ART-TO-WEAR - FITS (ONE SIZE) - M L 1X 2X - A202S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.0
7894,Plus Size Ivory Tower Twin Set,Blazers & Jackets,Alex Evenings,0.225
7896,Allegra K Ladies Soild Color Long Sleeves Casual Blazer Black XS,Blazers & Jackets,Allegra K,0.225
7897,Allegra K Ladies Two Button Clousre Lapel Collar Suit Jacket Coat Dark Gray S,Blazers & Jackets,Allegra K,0.1
7898,Allegra K Lady Deep V Neck Short Sleeve Double Breasted Stripes Blazer Black White S,Blazers & Jackets,Allegra K,0.225
7899,Allegra K Lady Lapel Collar Irregular Hem Open Front Casual Coat White XS,Blazers & Jackets,Allegra K,0.3
7900,Aris A Long Silk Jacket SJ408,Blazers & Jackets,Aris A,0.0
7901,Allegra K Lady Semi Sheer Rolled Up Sleeve Chiffon Loose Coat White S,Blazers & Jackets,Allegra K,0.18333333333333335
7902,Plus Size Chic Chiffon Twin Set,Blazers & Jackets,Alex Evenings,0.09000000000000001
7903,ICE (5066) ladies smart herring bone tweed jacket brown 6-16,Blazers & Jackets,Ice,0.0
7904,Allegra K Women Point Collar Front Opening One Button Chiffon Blazer White XS,Blazers & Jackets,Allegra K,0.35000000000000003
7905,Allegra K Women Double Breasted Deep V Neck Puff Long Sleeve Fake Pockets Front Black Blazer XS,Blazers & Jackets,Allegra K,0.11000000000000001
7906,Allegra K Women Horizontal Stripes Bubble Sleeve Spring Coat Black XS,Blazers & Jackets,Allegra K,0.45
7907,Anne Klein One Button Jacket,Blazers & Jackets,Anne Klein,0.18333333333333335
7908,Alfred Dunner Women's Crystal Embellished Jacket,Blazers & Jackets,Alfred Dunner,0.0
7909,Allegra K Woman Deep V Neck Long Sleeves Striped Cuff Button Tab Front Black Blazer XS,Blazers & Jackets,Allegra K,0.14285714285714285
7910,Allegra K Ladies Short Sleeve High Low Hem Studs Decor Back Button-tab Chiffon Jacket White XS,Blazers & Jackets,Allegra K,0.1125
7911,Allegra K Ladies Long Sleeve Double Breasted Stripes Short Coat Dark Blue XS,Blazers & Jackets,Allegra K,0.0
7912,Eddie Bauer Classic Stretch Suiting Blazer - Solid,Blazers & Jackets,Eddie Bauer,0.06428571428571428
7913,Allegra K Ladies Peaked Lapel Two Pockets Pure Autumn Leisure Blazer Coat Camel S,Blazers & Jackets,Allegra K,0.0
7914,Allegra K Ladies Long Sleeves Form Fitting Casual Blazer Light Pink XS,Blazers & Jackets,Allegra K,0.0
7915,Allegra K Women Opening Front Long Sleeve Solid Color Autumn Blazer Coat Pink XS,Blazers & Jackets,Allegra K,0.15
7916,Allegra K Ladies Long Sleeves Padded Shoulder Loose Front Opening Coat Beige XS,Blazers & Jackets,Allegra K,0.1111111111111111
7917,Allegra K Ladies Capri Sleeve Notched Lapel Two Fake Pockets Blazer Black XS,Blazers & Jackets,Allegra K,0.15
7918,Allegra K Textured Womenwear Long Sleeve Waist Length Slim Fit Blazer Dark Orange XS,Blazers & Jackets,Allegra K,0.0
7919,Allegra K Ladies Double Breasted Long Sleeves Side Pockets Blazer Pink XS,Blazers & Jackets,Allegra K,0.0
7920,Allegra K Ladies Black Peak Lapel Top Button Closure Jacket M,Blazers & Jackets,Allegra K,0.075
7921,Rebecca Minkoff Women's Becky Jacket,Blazers & Jackets,Rebecca Minkoff,0.09000000000000001
7922,Sutton Studio Wrap Around Jacket,Blazers & Jackets,Sutton Studio,0.18333333333333335
7923,Material Girl Knit Solid Jacket,Blazers & Jackets,Material Girl,0.0
7924,Allegra K Ladies Long Sleeve Notched Lapel Front Opening Waist Length Blazer Black XS,Blazers & Jackets,Allegra K,0.0
7925,Allegra K Ladies Double Breasted Long Sleeve Pure Spring OL Blazer Coat Pink S,Blazers & Jackets,Allegra K,0.0
7926,Ralph Lauren Women Plaid Wool Blazer Jacket,Blazers & Jackets,Ralph Lauren,0.0
7927,Allegra K Ladies Long Sleeves Double Breasted Side Pockets Epaulet Blazer Dark Blue XS,Blazers & Jackets,Allegra K,0.0
7928,Anna-Kaci S/M Fit Light Blue Tie Dye Denim Military Band Camp Cropped L/S Jacket,Blazers & Jackets,Anna-Kaci,0.3666666666666667
7929,Allegra K Women 3/4 Sleeve Lapel Collar Dipped Hem Leisure Coat Yellow XS,Blazers & Jackets,Allegra K,0.225
7930,The Collective Works of Berek Houndstooth Jacket Medium [Apparel],Blazers & Jackets,Berek,0.15
7931,The Trendy Me Elegant Vintage Double Breasted Ruffled Hem Tweed Jacket Blazer Black US Size 0-2 2-4 4-6 6-8,Blazers & Jackets,The Trendy Me,0.275
7932,Allegra K Women Half Length Sleeve Buttonless Blazer Jacket Dark Blue XS,Blazers & Jackets,Allegra K,0.19285714285714284
7933,Allegra K Ladies Turn Up Collar Flower Printed Chiffon Tunic Blazer Multicolor XS,Blazers & Jackets,Allegra K,0.15714285714285714
7934,Alex Evening Pillow Shawl Collar Jacket,Blazers & Jackets,Alex Evenings,0.33
7935,Sutton Studio 9223 Linen Blend Jacket,Blazers & Jackets,Sutton Studio,0.3
7936,Plus Size Together Twin Set,Blazers & Jackets,Alex Evenings,0.18333333333333335
7937,Anne Klein Collection Women's Shawl Collar Jacket,Blazers & Jackets,Anne Klein,0.0
7938,Allegra K Ladies Padded Shoulder Long Sleeve Spring OL Blazer Coat White S,Blazers & Jackets,Allegra K,0.45
7939,Anna-Kaci S/M Fit Blue 3/4 Sleeve Fitted Single Button Lady Like Blazer Jacket,Blazers & Jackets,Anna-Kaci,0.0
7940,Allegra K Lady Long Sleeve Open Front Chiffon Spring Leisure Blazer Yellow XS,Blazers & Jackets,Allegra K,0.0
7941,Allegra K Ladies Ruffled Neckline Puff Sleeves Autumn Coat Black XS,Blazers & Jackets,Allegra K,0.18000000000000002
7942,Allegra K Ladies Front Opening Long Sleeve Short Jeans Outerwear Coat Light Blue XS,Blazers & Jackets,Allegra K,0.18000000000000002
7943,Allegra K Woman Pink Long Sleeve Buttonless Front Opening Thin Chiffon Coat XS,Blazers & Jackets,Allegra K,0.20714285714285713
7944,Willow & Clay Women's Two Pocket Crop Blazer,Blazers & Jackets,Willow & Clay,0.0
7945,BLACK JACKET LONG LAYERED LAGENLOOK - FITS (ONE SIZE) - L 1X 2X - Q945S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.16666666666666669
7946,Plus Size London Twin Set,Blazers & Jackets,Alex Evenings,0.3
7947,Sutton Studio Women's Cashmere Blazer Jacket Plus,Blazers & Jackets,Sutton Studio,0.0
7948,MAROON KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U524S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.2
7949,Krazy Shawl Collar Tuxedo Boyfriend Suit Blazer Jacket Coat #282 US Size 0-2 4-6 6-8,Blazers & Jackets,Krazy,0.06428571428571428
7950,Allegra K Ladies Long Sleeve Patch Pockets Open Front Jacket Beige XS,Blazers & Jackets,Allegra K,0.22000000000000003
7951,Allegra K Woman Tailored Collar Deep V Neck Puff Long Sleeve Double Buttons Weatern Pale Orange Blazer XS,Blazers & Jackets,Allegra K,0.1375
7952,Allegra K Ladies Long Sleeve Single Breasted Front Pockets Tunic Outwear Black XS,Blazers & Jackets,Allegra K,0.3
7953,525 America Women's  Blazer,Blazers & Jackets,525 America,0.18333333333333335
7954,Allegra K Women Padded Shoulder Hook Eye Closure Casual Spring Outerwear Blazer Black XS,Blazers & Jackets,Allegra K,0.09166666666666667
7955,MISTY KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U516S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.0
7956,Sutton Studio Womens Waffle Textured No-Close Jacket Black Misses,Blazers & Jackets,Sutton Studio,0.31666666666666665
7957,Allegra K Women Open Front Long Sleeves Fake Pockets Front Short Black Outer XS,Blazers & Jackets,Allegra K,0.15
7958,Allegra K Lady Peaked Lapel Long Sleeve Padded Shoulder Irregular Hem Coat Coral Pink XS,Blazers & Jackets,Allegra K,0.11000000000000001
7959,Allegra K Ladies Peaked Lapel Long Sleeve Autumn Casual Blazer Coat Black Brown XS,Blazers & Jackets,Allegra K,0.55
7960,Allegra K Ladies Long Sleeve Waistband Above Two Mock Pockets Ruched Short Coat Pink XS,Blazers & Jackets,Allegra K,0.0
7961,Allegra K Women Notch Lapel Collar 3/4 Sleeve Chiffon Back Coat White XS,Blazers & Jackets,Allegra K,0.06875
7962,Aqua Three Quarter Sleeve Jacket,Blazers & Jackets,Aqua,0.0
7963,MAXSTUDIO TAILORED JACKET,Blazers & Jackets,MAXSTUDIO,0.19375
7964,Sutton Studio Single Breast Two Button Jacket,Blazers & Jackets,Sutton Studio,0.0
7965,Triacetate Crepe 1 Button Jacket 29 Lined,Blazers & Jackets,Nyg̴rd Collection,0.0
7966,WHITE KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U522S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.22142857142857142
7967,Ted Baker Women's Rufia Blazer,Blazers & Jackets,Ted Baker,0.0
7968,Allegra K Ladies Puff Sleeve V Neck Single Breasted Coat Black XS,Blazers & Jackets,Allegra K,0.0
7969,GREEN BLUE JACKET CAMI 2-PC SET ASYM BATIK - FITS (ONE SIZE) - L 1X 2X - U922S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.16666666666666669
7970,MAXSTUDIO SILK & COTTON TAILORED JACKET,Blazers & Jackets,MAXSTUDIO,0.0
7971,Sutton Studio Silk Pleated Trim Jacket,Blazers & Jackets,Sutton Studio,0.0
7972,Allegra K Ladies Deep V Neck Zip Up Stretchy Form Fitting Pleated Coat Black XS,Blazers & Jackets,Allegra K,0.1375
7973,Sutton Studio Cashmere Jacket,Blazers & Jackets,Sutton Studio,0.0
7974,Plus Size Multi Color Knit Twin Set,Blazers & Jackets,Alex Evenings,0.1125
7975,FUCHSIA KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U526S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.15
7976,Vivienne Westwood Red Label Women's Giacca Plaid Jacket,Blazers & Jackets,Vivienne Westwood,0.31000000000000005
7977,Steve and Barrys Women's Business Blazer Jacket-,Blazers & Jackets,Steve and Barrys,0.0
7978,Allegra K Ladies Dipped Hem Short Sleeve Semi Sheer Summer Blazer Orchid Color S,Blazers & Jackets,Allegra K,0.45
7979,Bloomingdale's Single Breast Jacket,Blazers & Jackets,Bloomingdale's,0.0
7980,Sutton Studio Asymmetrical Close Jacket,Blazers & Jackets,Sutton Studio,0.24166666666666667
7981,Anna-Kaci S/M Fit Pink Boucle Texture Open Front Buttonless Jewel Collar Jacket,Blazers & Jackets,Anna-Kaci,0.12857142857142856
7982,Allegra K Ladies Scoop Neck Long Sleeve Zip Closure Front Tiered Coat Outwear Black XS,Blazers & Jackets,Allegra K,0.3875
7983,Plus Size Ruffly White Bolero,Blazers & Jackets,Libian,0.0
7984,Allegra K Ladies Piped Stretchy High Low Hem Long Sleeve Autumn Blazer Orange XS,Blazers & Jackets,Allegra K,0.15
7985,Judith March Fabulously Stunning Bright Green Jacket/Blazer with Bow Accent on Shoulder,Blazers & Jackets,Ks,0.0
7986,Sutton Studio Women's Single Button Blazer Jacket,Blazers & Jackets,Sutton Studio,0.0
7987,Allegra K Ladies Front Opening Long Sleeve Pure Color Textured Outwear Coat Khaki XS,Blazers & Jackets,Allegra K,0.0
7988,Allegra K Ladies Long Sleeves Epaulet Double Breasted Blazer Orange XS,Blazers & Jackets,Allegra K,0.06428571428571428
7989,Allegra K Ladies Drap Collar Long Sleeve Front Opening Stripe Outwear Black XS,Blazers & Jackets,Allegra K,0.225
7990,Allegra K Ladies 3/4 Sleeve Padded Shoulder Front Metal Decor Spring Blazer White XS,Blazers & Jackets,Allegra K,0.09166666666666667
7991,MAXSTUDIO PUCKERED JACKET,Blazers & Jackets,MAXSTUDIO,0.29000000000000004
7992,Allegra K Woman Ruffled Long Sleeves Dark Gray Faceted Beads Decor Crop Blazer XS Brown,Blazers & Jackets,Allegra K,0.0
7993,Allegra K Lady Deep V Neck Short Sleeve Lace Back Semi Sheer Blazer Salmon Pink S,Blazers & Jackets,Allegra K,0.1125
7994,Allegra K Women Front Opening Buttonless Cute Bubble Sleeve Casual Blazer Coat Black XS,Blazers & Jackets,Allegra K,0.3
7995,BROWN KIMONO DUSTER JACKET LONG STRETCH JERSEY LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U514S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.27
7996,Sutton Studio Women's Silk Dupioni Big Shirt Topper,Blazers & Jackets,Sutton Studio,0.15
7997,Plus Size Toledo Twin Set,Blazers & Jackets,Alex Evenings,0.11000000000000001
7998,Crinkled Silk Chiffon Bella Tie Dye Kimono Jacket Robe w/ Tie Jewel Fuchsia Green Blue Yellow,Blazers & Jackets,Steel Paisley,0.55
7999,Plus Size White Night Sky Top,Blazers & Jackets,Alex Evenings,0.061111111111111116
8000,Dept Denim Department Women's Peid De Coco Tweed Blazer,Blazers & Jackets,Dept Denim Department,0.18333333333333335
8001,Allegra K Light Gray Collarless Short Basic Short Jacket XS for Women,Blazers & Jackets,Allegra K,0.275
8002,Allegra K Ladies Long Sleeves Lace Patchwork Double Breated Pleated Blazer Black XS,Blazers & Jackets,Allegra K,0.0
8003,Allegra K Ladies Leopard Printed Cuff Irregular Hem Capri Sleeve Blazer White XS,Blazers & Jackets,Allegra K,0.09000000000000001
8004,Anna-Kaci S/M Fit Pink Sexy Open S/S No Buttons Sparkle Cropped Jacket Vest Top,Blazers & Jackets,Anna-Kaci,0.0
8005,Allegra K Ladies Batwing Sleeve Single Breasted Two Pockets Blazer Black XS,Blazers & Jackets,Allegra K,0.225
8006,Sutton Studio Cashmere Jacket,Blazers & Jackets,Sutton Studio,0.0
8007,Corey Lynn Calter Women's Jessica Jacket,Blazers & Jackets,CoreyLynnCalter,0.275
8008,Allegra K Ladies Long Sleeve Front Opening Turn Down Collar Blazer Light Blue XS,Blazers & Jackets,Allegra K,0.0
8009,Rugby by Ralph Lauren Women Military Blazer Jacket,Blazers & Jackets,Ralph Lauren,0.0
8010,Sutton Studio Cotton Stretch Jacket,Blazers & Jackets,Sutton Studio,0.0
8011,Babakul Womens Regan Linen Blazer,Blazers & Jackets,Babakul,0.26111111111111107
8012,Anne Klein Collection Women's Single Button Soft Blazer,Blazers & Jackets,Anne Klein,0.0
8013,NAU Highline Blazer Women's Clothing,Blazers & Jackets,NAU,0.0
8014,Sutton Studio Striped Jacket,Blazers & Jackets,Sutton Studio,0.16666666666666669
8015,Women's Linen/Cotton Belted Euro Jacket Black,Blazers & Jackets,Women Only,0.0
8016,BLACK JACKET SPRING SWING HOODED PLUS - FITS - 2X 3X 4X - F574S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.25
8017,Ed Garments Women's Fully lined Pinstripe Suit Coat. 6660,Blazers & Jackets,Ed Garments,0.0
8018,Huafeng Elegant Stand-collar Jacket Coat Womens,Blazers & Jackets,Huafeng,0.1375
8019,KHAKI BROWN JACKET ASYM CASCADE LAGENLOOK BATIK - FITS (ONE SIZE) - L 1X 2X - U808S LOTUSTRADERS,Blazers & Jackets,LOTUSTRADERS,0.18333333333333335
8020,Jones New York Three Quarter Sleeve Jacket,Blazers & Jackets,Jones New York,0.0
8021,Lauren Ralph Lauren Striped Crown Jacket,Blazers & Jackets,Lauren by Ralph Lauren,0.0
8022,Tokyo Silk Bolero Sizes: 5-6 10-12,Blazers & Jackets,CTR Specialties,0.18333333333333335
8023,Adrianna Papell Pillow Shawl Collar Jacket,Blazers & Jackets,Adrianna Papell,0.24166666666666667
